src,dst
42252,252
42253,2558
42254,1806
42255,1931
42256,3503
42257,3179
42258,1181
42259,4291
42260,1493
42261,4505
42262,2589
42263,3694
42264,748
42265,160
42266,1153
42267,411
42268,3275
42269,2869
42270,1964
42271,4035
42272,3597
42273,4723
42274,4244
42275,810
42276,4664
42277,1432
42278,4888
42279,1942
42280,3585
42281,4860
42282,4723
42283,3132
42284,3861
42285,4989
42286,621
42287,1350
42288,2088
42289,3048
42290,4134
42291,2462
42292,4496
42293,1849
42294,1384
42295,3793
42296,4445
42297,1742
42298,24
42299,1148
42300,1089
42301,2585
42302,1603
42303,3525
42304,734
42305,169
42306,2843
42307,2446
42308,2078
42309,2468
42310,4289
42311,4952
42312,3844
42313,850
42314,4662
42315,2039
42316,2809
42317,4220
42318,4161
42319,3004
42320,384
42321,2030
42322,4533
42323,1717
42324,3134
42325,3647
42326,2938
42327,4021
42328,4553
42329,1646
42330,4388
42331,720
42332,3064
42333,1615
42334,1082
42335,1395
42336,3730
42337,1449
42338,89
42339,1824
42340,1830
42341,2096
42342,3858
42343,3138
42344,1099
42345,3524
42346,4883
42347,853
42348,3917
42349,2887
42350,2399
42351,4419
42352,4402
42353,4248
42354,1267
42355,4329
42356,704
42357,4760
42358,3031
42359,4965
42360,2970
42361,18
42362,2346
42363,4251
42364,1709
42365,1685
42366,1099
42367,712
42368,1868
42369,1912
42370,1624
42371,3189
42372,2946
42373,4138
42374,587
42375,2985
42376,1901
42377,2688
42378,3758
42379,2913
42380,2903
42381,1660
42382,2710
42383,2514
42384,2943
42385,4964
42386,129
42387,2438
42388,1057
42389,597
42390,458
42391,179
42392,3389
42393,5
42394,2368
42395,998
42396,2651
42397,1025
42398,2907
42399,72
42400,3317
42401,906
42402,504
42403,265
42404,2102
42405,577
42406,2513
42407,1275
42408,4272
42409,1653
42410,1320
42411,4598
42412,2308
42413,2790
42414,1071
42415,2333
42416,221
42417,4896
42418,3516
42419,935
42420,1001
42421,4373
42422,4492
42423,3134
42424,1461
42425,2597
42426,4616
42427,4352
42428,1243
42429,884
42430,3626
42431,2123
42432,2849
42433,4512
42434,2143
42435,3553
42436,1283
42437,494
42438,2118
42439,2677
42440,917
42441,490
42442,777
42443,4905
42444,2544
42445,2260
42446,4165
42447,3041
42448,4203
42449,1002
42450,534
42451,1265
42452,899
42453,3703
42454,4201
42455,3739
42456,3031
42457,4455
42458,499
42459,3393
42460,2307
42461,2845
42462,2358
42463,860
42464,2445
42465,1810
42466,4444
42467,4741
42468,4235
42469,1898
42470,4012
42471,4563
42472,1286
42473,1737
42474,2031
42475,1241
42476,4052
42477,1278
42478,1728
42479,30
42480,2719
42481,3507
42482,2176
42483,3556
42484,3666
42485,3093
42486,1518
42487,3865
42488,919
42489,360
42490,2209
42491,4038
42492,2667
42493,1382
42494,4174
42495,2220
42496,681
42497,1051
42498,2932
42499,30
42500,4014
42501,3210
42502,318
42503,1357
42504,1183
42505,2492
42506,3841
42507,552
42508,1088
42509,1157
42510,2212
42511,28
42512,4484
42513,4246
42514,3883
42515,1183
42516,718
42517,4774
42518,349
42519,2254
42520,2916
42521,2081
42522,4525
42523,236
42524,2412
42525,4375
42526,1225
42527,2132
42528,3843
42529,1666
42530,3674
42531,2149
42532,3299
42533,4200
42534,4888
42535,4011
42536,4034
42537,3832
42538,3817
42539,698
42540,4766
42541,3228
42542,493
42543,3828
42544,2109
42545,1060
42546,4130
42547,3366
42548,3120
42549,2375
42550,3035
42551,2070
42552,723
42553,4163
42554,4078
42555,4223
42556,3709
42557,4501
42558,436
42559,2373
42560,3218
42561,1857
42562,3811
42563,3078
42564,1260
42565,4615
42566,1011
42567,2135
42568,4692
42569,3405
42570,4230
42571,3066
42572,347
42573,617
42574,3945
42575,62
42576,1597
42577,3483
42578,795
42579,1606
42580,3110
42581,4771
42582,3324
42583,3243
42584,2513
42585,2319
42586,2403
42587,330
42588,4076
42589,3289
42590,3955
42591,95
42592,1864
42593,1029
42594,4567
42595,1476
42596,4692
42597,3226
42598,2720
42599,557
42600,1253
42601,4764
42602,2159
42603,2596
42604,1297
42605,3465
42606,2116
42607,3261
42608,3184
42609,4596
42610,1174
42611,477
42612,640
42613,2100
42614,2454
42615,2568
42616,2187
42617,1906
42618,2128
42619,2095
42620,3982
42621,771
42622,4009
42623,893
42624,857
42625,3706
42626,492
42627,4807
42628,4314
42629,3793
42630,4129
42631,280
42632,3388
42633,3585
42634,3951
42635,3888
42636,2677
42637,1168
42638,4792
42639,4613
42640,1787
42641,3066
42642,3225
42643,2140
42644,4676
42645,3387
42646,649
42647,2598
42648,4095
42649,2924
42650,1951
42651,519
42652,1025
42653,3413
42654,673
42655,4343
42656,877
42657,2449
42658,2642
42659,2271
42660,4195
42661,4039
42662,3747
42663,39
42664,1175
42665,1078
42666,2518
42667,3399
42668,4840
42669,70
42670,2385
42671,1005
42672,4687
42673,2226
42674,2810
42675,4603
42676,3503
42677,4959
42678,3075
42679,2714
42680,3307
42681,3104
42682,212
42683,908
42684,2075
42685,3320
42686,4787
42687,2123
42688,1321
42689,3849
42690,4055
42691,3771
42692,3033
42693,4216
42694,1595
42695,1049
42696,4014
42697,4755
42698,3536
42699,2288
42700,4966
42701,4431
42702,4401
42703,1510
42704,55
42705,2483
42706,601
42707,53
42708,3801
42709,1651
42710,3180
42711,1651
42712,19
42713,1294
42714,2419
42715,2850
42716,116
42717,73
42718,1180
42719,3811
42720,335
42721,3328
42722,4840
42723,1477
42724,3126
42725,4134
42726,789
42727,4087
42728,1237
42729,1344
42730,3968
42731,3670
42732,4490
42733,1775
42734,860
42735,2732
42736,4860
42737,2092
42738,941
42739,504
42740,531
42741,1955
42742,2130
42743,3451
42744,637
42745,4463
42746,4229
42747,3758
42748,3231
42749,875
42750,172
42751,3171
42752,3785
42753,4358
42754,956
42755,4622
42756,2349
42757,4596
42758,2707
42759,1720
42760,4731
42761,3001
42762,785
42763,4186
42764,4312
42765,625
42766,4549
42767,825
42768,1621
42769,1838
42770,3968
42771,2561
42772,4969
42773,2718
42774,347
42775,1193
42776,994
42777,4635
42778,2487
42779,1388
42780,4202
42781,2966
42782,3908
42783,4758
42784,2758
42785,3139
42786,1948
42787,2144
42788,1817
42789,3043
42790,3910
42791,45
42792,2036
42793,792
42794,3511
42795,4955
42796,1615
42797,3401
42798,3156
42799,4772
42800,2213
42801,3669
42802,2352
42803,2449
42804,324
42805,1607
42806,1528
42807,3545
42808,2336
42809,4732
42810,975
42811,370
42812,272
42813,4216
42814,2692
42815,3836
42816,2701
42817,3729
42818,666
42819,4711
42820,4867
42821,4258
42822,1307
42823,1065
42824,2462
42825,1299
42826,314
42827,1348
42828,99
42829,4993
42830,3964
42831,4743
42832,4656
42833,2769
42834,3024
42835,601
42836,4990
42837,4977
42838,1647
42839,2033
42840,2119
42841,961
42842,4221
42843,2558
42844,703
42845,1474
42846,4159
42847,2394
42848,2417
42849,2746
42850,3225
42851,2470
42852,1217
42853,2700
42854,3943
42855,1032
42856,1948
42857,4921
42858,3298
42859,2352
42860,4649
42861,3534
42862,1710
42863,666
42864,4202
42865,68
42866,1858
42867,807
42868,3091
42869,1643
42870,648
42871,394
42872,1228
42873,3411
42874,4544
42875,4912
42876,2737
42877,4016
42878,528
42879,2543
42880,1493
42881,342
42882,2552
42883,887
42884,4156
42885,3904
42886,4338
42887,4212
42888,2649
42889,3753
42890,931
42891,2268
42892,2310
42893,3010
42894,2089
42895,4812
42896,3833
42897,696
42898,4467
42899,3324
42900,4594
42901,3215
42902,2804
42903,2636
42904,4760
42905,4121
42906,458
42907,878
42908,4750
42909,1097
42910,4763
42911,2340
42912,4280
42913,824
42914,2843
42915,2997
42916,2893
42917,3496
42918,2274
42919,3044
42920,3071
42921,1415
42922,115
42923,968
42924,269
42925,400
42926,3513
42927,1778
42928,356
42929,885
42930,600
42931,208
42932,3977
42933,2175
42934,2939
42935,4616
42936,4126
42937,4196
42938,2121
42939,2632
42940,4749
42941,2514
42942,414
42943,3527
42944,35
42945,2982
42946,1306
42947,1048
42948,3862
42949,1642
42950,3048
42951,2001
42952,3621
42953,3238
42954,2906
42955,1650
42956,3023
42957,559
42958,1131
42959,2063
42960,3139
42961,2167
42962,2037
42963,1500
42964,4734
42965,3609
42966,1090
42967,3943
42968,1671
42969,256
42970,709
42971,3077
42972,4573
42973,1008
42974,3929
42975,750
42976,758
42977,156
42978,2679
42979,3088
42980,1475
42981,367
42982,2970
42983,696
42984,4198
42985,2450
42986,1565
42987,4730
42988,3185
42989,2333
42990,4357
42991,349
42992,3123
42993,1657
42994,3442
42995,3806
42996,4486
42997,2354
42998,1858
42999,2258
43000,634
43001,1011
43002,2444
43003,2828
43004,2536
43005,2930
43006,4252
43007,4309
43008,199
43009,3338
43010,1148
43011,1153
43012,1924
43013,4206
43014,3268
43015,3400
43016,4933
43017,248
43018,106
43019,3401
43020,4980
43021,611
43022,2599
43023,3898
43024,377
43025,154
43026,878
43027,897
43028,4264
43029,175
43030,2619
43031,2384
43032,386
43033,122
43034,4059
43035,3182
43036,1893
43037,629
43038,9
43039,2975
43040,4288
43041,107
43042,964
43043,4194
43044,1103
43045,4041
43046,4886
43047,694
43048,1632
43049,4044
43050,1885
43051,3251
43052,3016
43053,282
43054,1708
43055,2838
43056,658
43057,1929
43058,670
43059,4590
43060,2395
43061,3957
43062,3796
43063,1180
43064,1904
43065,747
43066,2403
43067,1934
43068,1319
43069,2228
43070,4270
43071,4043
43072,4774
43073,2267
43074,1115
43075,3469
43076,979
43077,1419
43078,4720
43079,4193
43080,4180
43081,3340
43082,2176
43083,3120
43084,1887
43085,3415
43086,2091
43087,4147
43088,2871
43089,3354
43090,4180
43091,1067
43092,329
43093,1866
43094,773
43095,4751
43096,1185
43097,142
43098,4403
43099,1182
43100,2568
43101,2409
43102,1520
43103,1163
43104,2360
43105,4963
43106,897
43107,4913
43108,435
43109,1910
43110,2033
43111,1995
43112,4756
43113,4686
43114,241
43115,2544
43116,1857
43117,939
43118,4354
43119,2144
43120,4172
43121,1505
43122,2084
43123,2648
43124,1289
43125,1298
43126,1178
43127,3446
43128,1276
43129,3913
43130,2564
43131,3254
43132,3161
43133,2165
43134,4586
43135,4758
43136,4125
43137,3988
43138,3766
43139,1042
43140,3848
43141,2067
43142,3130
43143,3945
43144,3599
43145,4580
43146,3205
43147,2535
43148,1037
43149,808
43150,4377
43151,2587
43152,1252
43153,1014
43154,4071
43155,3087
43156,4926
43157,3103
43158,451
43159,4632
43160,3673
43161,1796
43162,644
43163,2011
43164,3883
43165,2613
43166,4618
43167,2871
43168,3536
43169,2217
43170,1482
43171,2300
43172,4142
43173,3531
43174,4062
43175,3734
43176,4523
43177,4403
43178,4748
43179,4247
43180,4685
43181,1425
43182,1410
43183,2654
43184,1560
43185,3592
43186,2955
43187,3128
43188,393
43189,3715
43190,66
43191,3649
43192,3519
43193,1844
43194,1343
43195,1364
43196,0
43197,1558
43198,3826
43199,4230
43200,2962
43201,4076
43202,4897
43203,3800
43204,2181
43205,1203
43206,778
43207,3698
43208,4091
43209,2502
43210,4544
43211,4118
43212,4942
43213,2799
43214,684
43215,491
43216,99
43217,1722
43218,4286
43219,4851
43220,466
43221,1032
43222,1338
43223,4261
43224,477
43225,4947
43226,3154
43227,1083
43228,4379
43229,4397
43230,3388
43231,251
43232,1320
43233,74
43234,156
43235,852
43236,4216
43237,3902
43238,4733
43239,898
43240,1267
43241,1170
43242,2386
43243,3674
43244,1670
43245,3980
43246,2013
43247,465
43248,4491
43249,3098
43250,3340
43251,1402
43252,751
43253,2531
43254,318
43255,3018
43256,860
43257,1076
43258,2783
43259,943
43260,3331
43261,4865
43262,605
43263,2655
43264,3902
43265,2934
43266,3572
43267,922
43268,2258
43269,2949
43270,3814
43271,1417
43272,4072
43273,1789
43274,4212
43275,3353
43276,2848
43277,552
43278,4068
43279,1911
43280,4535
43281,2707
43282,4129
43283,3706
43284,3201
43285,4066
43286,202
43287,1265
43288,652
43289,1730
43290,4087
43291,649
43292,548
43293,3093
43294,1218
43295,1304
43296,2292
43297,1410
43298,4992
43299,2923
43300,1085
43301,2471
43302,1283
43303,2177
43304,1948
43305,1496
43306,2667
43307,961
43308,1897
43309,3871
43310,4629
43311,382
43312,94
43313,646
43314,3857
43315,2462
43316,4096
43317,938
43318,1582
43319,161
43320,4787
43321,4137
43322,3329
43323,4083
43324,3503
43325,3977
43326,4804
43327,1997
43328,4504
43329,3818
43330,1405
43331,776
43332,227
43333,4221
43334,2751
43335,2305
43336,2737
43337,1795
43338,3920
43339,4338
43340,662
43341,2878
43342,834
43343,3051
43344,180
43345,2889
43346,4030
43347,3277
43348,2329
43349,2698
43350,2474
43351,2442
43352,4805
43353,4938
43354,3820
43355,1962
43356,4916
43357,958
43358,4036
43359,3054
43360,4685
43361,3536
43362,2254
43363,53
43364,216
43365,1460
43366,4534
43367,3067
43368,2336
43369,3663
43370,3
43371,926
43372,2591
43373,1299
43374,3516
43375,1581
43376,1346
43377,1945
43378,2972
43379,2593
43380,1575
43381,4793
43382,1525
43383,718
43384,4053
43385,3832
43386,3404
43387,3434
43388,287
43389,2144
43390,1064
43391,402
43392,2143
43393,1244
43394,2091
43395,3960
43396,4198
43397,1321
43398,754
43399,2346
43400,687
43401,1426
43402,4599
43403,806
43404,522
43405,1365
43406,4641
43407,1225
43408,1329
43409,4188
43410,2344
43411,400
43412,2177
43413,2079
43414,1325
43415,3477
43416,4853
43417,2315
43418,2948
43419,2390
43420,4149
43421,2978
43422,4392
43423,357
43424,3164
43425,758
43426,4094
43427,1850
43428,839
43429,586
43430,109
43431,268
43432,4856
43433,2573
43434,1144
43435,4312
43436,1890
43437,433
43438,3030
43439,2360
43440,2050
43441,2535
43442,4237
43443,1093
43444,3249
43445,2340
43446,3768
43447,4723
43448,3550
43449,2576
43450,1824
43451,285
43452,3582
43453,4396
43454,2933
43455,52
43456,1776
43457,2418
43458,2382
43459,2201
43460,2075
43461,2939
43462,3399
43463,4171
43464,4968
43465,297
43466,1563
43467,4575
43468,3199
43469,4948
43470,3083
43471,4698
43472,736
43473,744
43474,4285
43475,1687
43476,3952
43477,2608
43478,4493
43479,3580
43480,1323
43481,4696
43482,557
43483,1688
43484,2492
43485,2816
43486,991
43487,3610
43488,4938
43489,3099
43490,4419
43491,4648
43492,3843
43493,2815
43494,2148
43495,326
43496,3720
43497,2909
43498,3248
43499,1912
43500,2820
43501,3076
43502,177
43503,645
43504,1514
43505,679
43506,3194
43507,3022
43508,472
43509,220
43510,2893
43511,651
43512,4903
43513,2079
43514,223
43515,848
43516,2282
43517,2013
43518,864
43519,268
43520,706
43521,1837
43522,1674
43523,3371
43524,1360
43525,3435
43526,1687
43527,365
43528,4416
43529,2426
43530,3539
43531,2859
43532,1462
43533,1090
43534,2238
43535,848
43536,4693
43537,4761
43538,2394
43539,3420
43540,626
43541,3691
43542,1833
43543,4407
43544,4216
43545,3831
43546,4133
43547,1545
43548,2010
43549,2446
43550,3200
43551,4940
43552,147
43553,4886
43554,4708
43555,1174
43556,1388
43557,1603
43558,3800
43559,119
43560,649
43561,990
43562,3341
43563,1377
43564,905
43565,3195
43566,1908
43567,3054
43568,1650
43569,304
43570,4705
43571,2363
43572,1791
43573,3880
43574,3476
43575,194
43576,1682
43577,582
43578,3018
43579,1767
43580,3140
43581,4366
43582,3760
43583,4508
43584,3133
43585,4953
43586,2727
43587,1877
43588,1639
43589,3451
43590,4892
43591,739
43592,4438
43593,2897
43594,2305
43595,1407
43596,4200
43597,2995
43598,4819
43599,4182
43600,1966
43601,1211
43602,2316
43603,4365
43604,4351
43605,2107
43606,956
43607,961
43608,4990
43609,1123
43610,2404
43611,836
43612,2432
43613,4126
43614,3456
43615,4775
43616,70
43617,985
43618,1610
43619,4045
43620,1510
43621,2535
43622,653
43623,2571
43624,2471
43625,353
43626,262
43627,906
43628,1116
43629,1397
43630,2151
43631,614
43632,1100
43633,2877
43634,3246
43635,100
43636,1307
43637,4003
43638,1255
43639,3843
43640,3386
43641,1465
43642,1554
43643,4434
43644,1337
43645,3160
43646,3892
43647,2804
43648,2890
43649,2699
43650,4971
43651,1841
43652,4166
43653,3851
43654,3546
43655,2065
43656,4755
43657,1130
43658,714
43659,3185
43660,1488
43661,4842
43662,2731
43663,1728
43664,712
43665,759
43666,2146
43667,4990
43668,2730
43669,626
43670,3475
43671,1030
43672,3600
43673,4381
43674,3815
43675,1483
43676,2228
43677,2375
43678,2657
43679,2887
43680,1573
43681,2806
43682,2333
43683,496
43684,4914
43685,3297
43686,3729
43687,4639
43688,1591
43689,255
43690,1026
43691,2906
43692,4676
43693,4371
43694,1670
43695,2072
43696,1664
43697,1712
43698,3567
43699,4858
43700,2341
43701,2485
43702,2359
43703,1773
43704,2860
43705,1858
43706,2203
43707,949
43708,2384
43709,1398
43710,703
43711,527
43712,250
43713,2487
43714,3330
43715,1755
43716,2691
43717,2219
43718,2338
43719,1173
43720,216
43721,3274
43722,2424
43723,878
43724,1582
43725,1576
43726,1315
43727,212
43728,3170
43729,4968
43730,2923
43731,1554
43732,1374
43733,4947
43734,203
43735,4382
43736,2667
43737,645
43738,2590
43739,3914
43740,2732
43741,2928
43742,4830
43743,4217
43744,3366
43745,1641
43746,829
43747,625
43748,2188
43749,4749
43750,1198
43751,2426
43752,653
43753,1294
43754,996
43755,4512
43756,4061
43757,2083
43758,403
43759,2431
43760,1581
43761,1499
43762,2203
43763,2471
43764,2338
43765,2968
43766,4448
43767,4608
43768,3122
43769,1403
43770,3102
43771,3043
43772,187
43773,2269
43774,1461
43775,3072
43776,1057
43777,2293
43778,1614
43779,1149
43780,138
43781,2844
43782,1521
43783,3788
43784,2266
43785,84
43786,2329
43787,1049
43788,3456
43789,53
43790,3765
43791,3362
43792,418
43793,4343
43794,3838
43795,1630
43796,3242
43797,3083
43798,4663
43799,4574
43800,4721
43801,1289
43802,2833
43803,4983
43804,4749
43805,1782
43806,4776
43807,4553
43808,286
43809,172
43810,1058
43811,2325
43812,1070
43813,1936
43814,1042
43815,4759
43816,2006
43817,4782
43818,1933
43819,1701
43820,548
43821,669
43822,4270
43823,2924
43824,2824
43825,718
43826,82
43827,1450
43828,730
43829,2969
43830,4022
43831,172
43832,1850
43833,4175
43834,2003
43835,2264
43836,3750
43837,2010
43838,4126
43839,3584
43840,4620
43841,2731
43842,3909
43843,1187
43844,3343
43845,2218
43846,1147
43847,2788
43848,469
43849,3636
43850,3950
43851,2232
43852,2528
43853,2713
43854,1846
43855,2199
43856,4192
43857,2195
43858,2646
43859,2278
43860,4533
43861,1810
43862,4455
43863,103
43864,1690
43865,1184
43866,3523
43867,1988
43868,598
43869,3937
43870,2369
43871,3193
43872,3630
43873,3343
43874,4774
43875,4991
43876,1056
43877,4929
43878,3655
43879,2955
43880,3880
43881,4141
43882,390
43883,2739
43884,4012
43885,2662
43886,433
43887,2472
43888,705
43889,2072
43890,284
43891,4628
43892,4777
43893,3959
43894,3414
43895,4652
43896,2222
43897,1336
43898,91
43899,3291
43900,4859
43901,880
43902,4179
43903,4508
43904,1989
43905,851
43906,1756
43907,2735
43908,1722
43909,4545
43910,2640
43911,2750
43912,3626
43913,3251
43914,1283
43915,1988
43916,1353
43917,4101
43918,3273
43919,4438
43920,2325
43921,3419
43922,3498
43923,4993
43924,1599
43925,3209
43926,2243
43927,1354
43928,3220
43929,1567
43930,1877
43931,618
43932,1067
43933,3928
43934,4548
43935,2512
43936,841
43937,3925
43938,4486
43939,771
43940,4842
43941,519
43942,4553
43943,4040
43944,4780
43945,3513
43946,1249
43947,429
43948,506
43949,3406
43950,1688
43951,2610
43952,1794
43953,3147
43954,846
43955,704
43956,656
43957,659
43958,2916
43959,3691
43960,2648
43961,3948
43962,1401
43963,2035
43964,1574
43965,3112
43966,4137
43967,2393
43968,1620
43969,227
43970,3323
43971,558
43972,2947
43973,2330
43974,3244
43975,1209
43976,1005
43977,2803
43978,3818
43979,2968
43980,601
43981,1673
43982,2155
43983,3515
43984,4229
43985,1359
43986,3329
43987,1540
43988,3008
43989,4733
43990,1645
43991,3427
43992,550
43993,3557
43994,1972
43995,1141
43996,1213
43997,3098
43998,4013
43999,3888
44000,4351
44001,3902
44002,3466
44003,4397
44004,1557
44005,1804
44006,4340
44007,2137
44008,2744
44009,32
44010,3148
44011,1258
44012,3443
44013,4849
44014,1151
44015,2779
44016,4043
44017,547
44018,489
44019,4044
44020,1500
44021,767
44022,1848
44023,592
44024,3225
44025,2105
44026,1573
44027,2659
44028,2139
44029,4237
44030,3792
44031,3530
44032,1627
44033,547
44034,179
44035,532
44036,4406
44037,786
44038,4430
44039,4159
44040,1567
44041,134
44042,2390
44043,838
44044,3922
44045,2727
44046,3736
44047,2839
44048,3712
44049,4509
44050,3256
44051,2672
44052,4003
44053,3339
44054,2925
44055,4799
44056,416
44057,696
44058,969
44059,1303
44060,4717
44061,4647
44062,1301
44063,712
44064,3654
44065,3378
44066,4146
44067,3166
44068,1491
44069,2380
44070,1165
44071,3926
44072,292
44073,4429
44074,1350
44075,3900
44076,4607
44077,3903
44078,3609
44079,3526
44080,2558
44081,1126
44082,1204
44083,4685
44084,1968
44085,2036
44086,1934
44087,3533
44088,90
44089,2789
44090,1999
44091,4152
44092,3858
44093,3522
44094,424
44095,790
44096,2400
44097,2997
44098,931
44099,749
44100,4536
44101,1098
44102,253
44103,3581
44104,3942
44105,658
44106,2256
44107,53
44108,4145
44109,771
44110,4113
44111,3120
44112,93
44113,3205
44114,2488
44115,1875
44116,4823
44117,2838
44118,2654
44119,4092
44120,1902
44121,934
44122,4728
44123,2287
44124,3242
44125,1542
44126,1949
44127,1519
44128,2012
44129,4666
44130,2071
44131,1347
44132,1989
44133,810
44134,1677
44135,1057
44136,2345
44137,4183
44138,327
44139,4476
44140,2001
44141,771
44142,4371
44143,2686
44144,2360
44145,4184
44146,2582
44147,827
44148,2496
44149,1294
44150,4579
44151,3940
44152,4389
44153,518
44154,1356
44155,1477
44156,2993
44157,154
44158,342
44159,1832
44160,4389
44161,3742
44162,386
44163,1134
44164,1382
44165,4826
44166,3327
44167,2161
44168,84
44169,994
44170,1902
44171,4370
44172,2916
44173,921
44174,2841
44175,169
44176,1979
44177,3831
44178,660
44179,1498
44180,1744
44181,3373
44182,2238
44183,2070
44184,3218
44185,2142
44186,1506
44187,4746
44188,3068
44189,4282
44190,3827
44191,704
44192,3716
44193,3794
44194,148
44195,1405
44196,12
44197,2059
44198,3133
44199,1585
44200,2801
44201,3412
44202,1018
44203,3503
44204,4450
44205,1982
44206,3778
44207,3549
44208,343
44209,4588
44210,4494
44211,1508
44212,903
44213,1102
44214,1512
44215,1532
44216,3812
44217,1798
44218,157
44219,3939
44220,1889
44221,116
44222,1278
44223,1566
44224,1998
44225,1075
44226,1677
44227,3988
44228,1686
44229,1486
44230,1546
44231,2758
44232,1982
44233,3733
44234,1767
44235,4982
44236,1657
44237,1371
44238,2954
44239,3024
44240,2216
44241,2852
44242,2848
44243,491
44244,1681
44245,1229
44246,2170
44247,4883
44248,3562
44249,700
44250,4109
44251,1306
44252,1514
44253,704
44254,2529
44255,1400
44256,553
44257,3155
44258,3435
44259,2808
44260,1462
44261,2767
44262,4272
44263,3326
44264,4867
44265,4068
44266,1579
44267,4748
44268,3598
44269,1979
44270,4070
44271,2287
44272,1392
44273,4704
44274,2708
44275,3275
44276,4009
44277,3488
44278,3898
44279,2674
44280,3898
44281,1258
44282,4613
44283,3622
44284,2983
44285,316
44286,1172
44287,4916
44288,3872
44289,2984
44290,469
44291,2235
44292,1731
44293,809
44294,3162
44295,3282
44296,856
44297,4403
44298,1542
44299,1675
44300,3483
44301,297
44302,3725
44303,1553
44304,3538
44305,2743
44306,47
44307,2187
44308,36
44309,2401
44310,4489
44311,489
44312,3243
44313,3129
44314,218
44315,1537
44316,1790
44317,3902
44318,4666
44319,3362
44320,4146
44321,3324
44322,3576
44323,2645
44324,193
44325,1591
44326,654
44327,1735
44328,924
44329,4778
44330,1631
44331,656
44332,1524
44333,2240
44334,3242
44335,4859
44336,3674
44337,4334
44338,253
44339,2217
44340,1994
44341,622
44342,2887
44343,4809
44344,3527
44345,4391
44346,1584
44347,656
44348,3383
44349,3633
44350,588
44351,1440
44352,4019
44353,1899
44354,3545
44355,3031
44356,2330
44357,399
44358,1050
44359,4677
44360,4940
44361,1054
44362,3325
44363,3950
44364,1797
44365,4363
44366,4120
44367,1612
44368,2143
44369,4110
44370,1494
44371,3777
44372,549
44373,3020
44374,119
44375,840
44376,4760
44377,2330
44378,1558
44379,4354
44380,4141
44381,4631
44382,2538
44383,837
44384,3466
44385,2916
44386,4224
44387,1789
44388,4368
44389,3560
44390,208
44391,3675
44392,2366
44393,1978
44394,3676
44395,3506
44396,4301
44397,4011
44398,4465
44399,4042
44400,2725
44401,995
44402,2981
44403,1219
44404,414
44405,3864
44406,112
44407,1275
44408,140
44409,1317
44410,909
44411,1704
44412,447
44413,288
44414,1367
44415,4710
44416,4246
44417,2038
44418,309
44419,747
44420,2985
44421,3220
44422,4747
44423,3355
44424,1920
44425,3614
44426,88
44427,853
44428,1899
44429,1528
44430,3215
44431,1003
44432,1464
44433,419
44434,4447
44435,3711
44436,544
44437,2002
44438,2265
44439,2472
44440,2398
44441,3277
44442,1926
44443,2896
44444,3158
44445,2590
44446,2319
44447,1486
44448,1863
44449,813
44450,1376
44451,4235
44452,3275
44453,2723
44454,3549
44455,1832
44456,1810
44457,3625
44458,540
44459,1787
44460,3819
44461,1032
44462,2904
44463,4878
44464,3599
44465,4393
44466,222
44467,3451
44468,732
44469,95
44470,3439
44471,2204
44472,1449
44473,588
44474,1582
44475,1414
44476,4208
44477,4976
44478,1582
44479,1438
44480,1683
44481,1502
44482,1460
44483,2234
44484,3646
44485,4486
44486,2593
44487,3302
44488,926
44489,4104
44490,4602
44491,3179
44492,765
44493,3115
44494,3465
44495,1573
44496,1988
44497,64
44498,3922
44499,4332
44500,3525
44501,4037
44502,3746
44503,2154
44504,478
44505,3712
44506,4114
44507,1013
44508,3473
44509,1682
44510,4402
44511,725
44512,1730
44513,3834
44514,621
44515,73
44516,126
44517,2017
44518,2812
44519,4754
44520,1179
44521,1946
44522,1417
44523,984
44524,2746
44525,2512
44526,4275
44527,4102
44528,1269
44529,4331
44530,2326
44531,337
44532,1049
44533,784
44534,880
44535,552
44536,3063
44537,2289
44538,911
44539,1067
44540,2408
44541,2575
44542,1151
44543,1675
44544,4872
44545,2216
44546,3226
44547,930
44548,2989
44549,1877
44550,1127
44551,4490
44552,1683
44553,405
44554,1386
44555,1149
44556,3109
44557,1677
44558,4597
44559,140
44560,983
44561,4694
44562,1212
44563,3882
44564,3197
44565,4298
44566,2993
44567,4773
44568,2078
44569,199
44570,4255
44571,1097
44572,203
44573,4278
44574,2701
44575,2133
44576,4433
44577,321
44578,4545
44579,718
44580,4050
44581,668
44582,3813
44583,4310
44584,3259
44585,164
44586,2291
44587,2490
44588,3005
44589,4362
44590,2709
44591,3913
44592,3249
44593,2503
44594,4461
44595,4494
44596,3342
44597,2802
44598,2569
44599,3723
44600,1122
44601,2875
44602,3413
44603,1960
44604,1582
44605,4096
44606,1568
44607,1454
44608,825
44609,3478
44610,3846
44611,3414
44612,3534
44613,4828
44614,3698
44615,2629
44616,4624
44617,2416
44618,4564
44619,3946
44620,4232
44621,2059
44622,1705
44623,2482
44624,2213
44625,2076
44626,1244
44627,4340
44628,3767
44629,1459
44630,2123
44631,708
44632,2963
44633,473
44634,3872
44635,1770
44636,441
44637,234
44638,956
44639,2520
44640,2626
44641,4016
44642,294
44643,4590
44644,337
44645,4470
44646,3796
44647,4187
44648,1196
44649,222
44650,2268
44651,1043
44652,696
44653,1278
44654,2767
44655,2101
44656,4544
44657,1129
44658,3225
44659,1668
